Geography,Estimate; Total:,Estimate; Total: - White alone,Estimate; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Estimate; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
"Vance County, North Carolina",45183,19115,22619,129,69,0,2740,511,41,470
"Wake County, North Carolina",905573,619850,188710,2766,48689,177,27427,17954,2806,15148
"Warren County, North Carolina",20860,8011,10764,782,81,0,388,834,0,834
"Washington County, North Carolina",13085,6067,6592,46,11,0,296,73,0,73
"Watauga County, North Carolina",51103,48237,640,94,482,2,447,1201,80,1121
"Wayne County, North Carolina",122419,70278,38867,194,1190,39,8507,3344,931,2413
"Wilkes County, North Carolina",69265,62652,2991,162,332,0,2303,825,287,538
"Wilson County, North Carolina",81020,41892,31039,288,564,48,5434,1755,213,1542
"Yadkin County, North Carolina",38254,34590,1314,85,21,0,1790,454,0,454
"Yancey County, North Carolina",17814,17312,172,78,20,5,61,166,34,132
"Adams County, North Dakota",2325,2269,1,31,1,0,0,23,0,23
"Barnes County, North Dakota",11047,10622,58,73,156,0,68,70,0,70
"Benson County, North Dakota",6677,2928,6,3604,23,3,16,97,0,97
"Billings County, North Dakota",838,815,0,0,23,0,0,0,0,0
"Bottineau County, North Dakota",6449,6120,32,164,1,5,8,119,4,115
"Bowman County, North Dakota",3154,3066,0,15,0,0,53,20,0,20
"Burke County, North Dakota",2011,1958,25,0,11,0,9,8,0,8
"Burleigh County, North Dakota",81941,76391,463,3003,375,49,110,1550,7,1543
"Cass County, North Dakota",150240,137444,3575,1968,3502,66,966,2719,265,2454
"Cavalier County, North Dakota",3974,3858,0,44,20,0,0,52,5,47
"Dickey County, North Dakota",5280,5098,60,30,0,0,35,57,2,55
"Divide County, North Dakota",2095,2056,0,33,6,0,0,0,0,0
"Dunn County, North Dakota",3648,3110,10,322,51,4,31,120,29,91
"Eddy County, North Dakota",2393,2300,5,50,0,0,27,11,0,11
"Emmons County, North Dakota",3544,3521,0,9,0,0,5,9,0,9
"Foster County, North Dakota",3368,3325,1,12,8,0,0,22,6,16
"Golden Valley County, North Dakota",1646,1606,1,27,0,0,2,10,0,10
"Grand Forks County, North Dakota",66890,60580,1497,1893,1279,13,325,1303,120,1183
"Grant County, North Dakota",2380,2253,11,47,32,0,0,37,0,37
"Griggs County, North Dakota",2393,2354,0,22,8,0,0,9,0,9
"Hettinger County, North Dakota",2502,2444,9,26,0,0,3,20,12,8
"Kidder County, North Dakota",2426,2369,0,6,0,0,31,20,6,14
"LaMoure County, North Dakota",4141,4106,9,7,0,0,8,11,0,11
"Logan County, North Dakota",1972,1970,2,0,0,0,0,0,0,0
"McHenry County, North Dakota",5478,5340,3,32,22,4,3,74,17,57
"McIntosh County, North Dakota",2813,2748,5,8,10,0,0,42,0,42
"McKenzie County, North Dakota",6692,5127,12,1366,38,0,42,107,10,97
"McLean County, North Dakota",9020,8282,2,665,13,0,0,58,9,49
"Mercer County, North Dakota",8400,8070,73,171,20,0,0,66,6,60
"Morton County, North Dakota",27439,25731,131,1021,48,0,143,365,0,365
"Mountrail County, North Dakota",7830,5145,32,2259,3,0,64,327,7,320
"Nelson County, North Dakota",3115,3036,40,25,0,0,0,14,0,14
"Oliver County, North Dakota",1875,1805,0,27,1,0,11,31,23,8
"Pembina County, North Dakota",7383,7060,6,189,2,0,44,82,3,79
"Pierce County, North Dakota",4378,4171,4,164,9,0,3,27,0,27
"Ramsey County, North Dakota",11450,10063,90,944,81,0,35,237,8,229
"Ransom County, North Dakota",5498,5379,12,51,6,0,5,45,0,45
"Renville County, North Dakota",2468,2393,0,25,36,0,0,14,0,14
"Richland County, North Dakota",16295,15499,63,263,80,44,35,311,13,298
"Rolette County, North Dakota",14015,2887,58,10829,0,13,25,203,9,194
"Sargent County, North Dakota",3876,3768,28,20,18,0,30,12,6,6
"Sheridan County, North Dakota",1282,1236,5,27,0,3,0,11,0,11
"Sioux County, North Dakota",4193,529,11,3463,13,3,11,163,5,158
"Slope County, North Dakota",768,768,0,0,0,0,0,0,0,0
"Stark County, North Dakota",24682,23405,146,208,290,70,236,327,30,297
"Steele County, North Dakota",1976,1961,0,0,0,0,8,7,0,7
"Stutsman County, North Dakota",20965,20031,91,291,56,0,157,339,19,320
"Towner County, North Dakota",2264,2197,6,23,0,0,0,38,3,35
"Traill County, North Dakota",8105,7827,22,91,4,0,58,103,0,103
"Walsh County, North Dakota",11131,10337,18,181,12,0,479,104,5,99
"Ward County, North Dakota",62013,55979,1609,1265,543,80,569,1968,56,1912
"Wells County, North Dakota",4228,4147,0,10,0,5,0,66,0,66
"Williams County, North Dakota",23287,21315,54,1156,68,13,282,399,0,399
"Adams County, Ohio",28524,27875,89,70,6,0,16,468,2,466
"Allen County, Ohio",106079,88630,12699,269,725,0,853,2903,370,2533
"Ashland County, Ohio",53203,51720,407,105,303,9,137,522,31,491
"Ashtabula County, Ohio",101262,94328,3683,172,328,0,635,2116,177,1939
"Athens County, Ohio",64592,59315,1888,67,1914,0,195,1213,50,1163
"Auglaize County, Ohio",45934,44926,142,70,156,28,96,516,89,427
"Belmont County, Ohio",70182,65828,2467,93,255,5,175,1359,70,1289
"Brown County, Ohio",44666,43541,405,40,45,0,64,571,44,527
"Butler County, Ohio",368029,318829,27228,728,9273,148,4664,7159,507,6652
"Carroll County, Ohio",28828,28252,204,22,38,0,16,296,16,280
"Champaign County, Ohio",39982,37897,842,60,128,29,131,895,52,843
"Clark County, Ohio",138278,119714,11841,281,843,9,1727,3863,207,3656
"Clermont County, Ohio",197543,189441,2803,491,1995,8,734,2071,70,2001
"Clinton County, Ohio",42161,39993,858,53,200,0,177,880,22,858
"Columbiana County, Ohio",107598,102885,2492,63,382,11,466,1299,51,1248
"Coshocton County, Ohio",36880,35811,429,56,94,0,83,407,14,393
"Crawford County, Ohio",43623,42313,337,24,169,0,75,705,68,637
"Cuyahoga County, Ohio",1278024,824432,378771,2604,33783,234,12906,25294,2791,22503
"Darke County, Ohio",52776,51686,258,84,141,0,90,517,26,491
"Defiance County, Ohio",38975,36195,647,163,114,9,1107,740,127,613
"Delaware County, Ohio",174454,156541,6366,249,7322,0,1007,2969,87,2882
"Erie County, Ohio",76952,67307,6433,317,407,44,426,2018,113,1905
"Fairfield County, Ohio",146138,131999,8090,163,1782,0,802,3302,33,3269
"Fayette County, Ohio",28931,27380,627,112,154,9,108,541,37,504
"Franklin County, Ohio",1167484,818220,246939,2459,46047,423,17965,35431,2645,32786
"Fulton County, Ohio",42635,40799,216,82,130,0,751,657,168,489
"Gallia County, Ohio",30877,29250,712,7,157,0,125,626,0,626
"Geauga County, Ohio",93485,90694,1044,64,530,0,80,1073,152,921
"Greene County, Ohio",161936,140174,11824,368,4815,12,673,4070,101,3969
"Guernsey County, Ohio",40056,38468,761,90,99,1,41,596,12,584
"Hamilton County, Ohio",801350,555920,205756,1464,16064,116,4876,17154,653,16501
"Hancock County, Ohio",75043,70460,1197,157,1272,48,985,924,91,833
"Hardin County, Ohio",31986,30877,241,86,186,19,60,517,89,428
"Harrison County, Ohio",15818,15170,419,16,9,0,29,175,4,171
"Henry County, Ohio",28246,27006,128,37,126,31,527,391,134,257
"Highland County, Ohio",43454,41833,432,52,86,0,0,1051,0,1051
"Hocking County, Ohio",29372,28604,212,9,89,0,57,401,0,401
"Holmes County, Ohio",42501,41955,169,19,25,27,114,192,4,188
"Huron County, Ohio",59628,56273,614,237,195,0,1273,1036,257,779
"Jackson County, Ohio",33134,32124,211,65,58,0,79,597,64,533
"Jefferson County, Ohio",69343,63625,3726,148,238,19,101,1486,59,1427
"Knox County, Ohio",60791,58833,446,38,502,7,72,893,28,865
"Lake County, Ohio",229873,214594,7617,204,2917,13,1322,3206,479,2727
"Lawrence County, Ohio",62441,59804,1506,97,26,0,127,881,93,788
"Licking County, Ohio",166135,155098,5535,221,1364,52,407,3458,174,3284
"Logan County, Ohio",45816,43682,658,106,263,0,136,971,79,892
"Lorain County, Ohio",301108,255556,25238,994,2904,80,6678,9658,1536,8122
"Lucas County, Ohio",441198,328791,84171,1347,7120,163,6701,12905,2121,10784
"Madison County, Ohio",43213,39247,2751,148,304,12,152,599,34,565
"Mahoning County, Ohio",238352,191858,37898,388,1716,40,2204,4248,740,3508
"Marion County, Ohio",66514,60324,3446,318,382,14,374,1656,149,1507
"Medina County, Ohio",172334,165340,2117,227,1587,12,834,2217,195,2022
"Meigs County, Ohio",23664,23099,316,34,34,0,0,181,10,171
"Mercer County, Ohio",40866,39995,112,44,238,78,81,318,11,307
"Miami County, Ohio",102657,97118,2324,141,1239,0,323,1512,50,1462
"Monroe County, Ohio",14679,14434,36,32,0,0,0,177,0,177
"Montgomery County, Ohio",535626,396579,112269,555,9906,26,4022,12269,761,11508
"Morgan County, Ohio",15042,14058,458,42,65,0,36,383,0,383
"Morrow County, Ohio",34895,34017,217,12,93,0,87,469,103,366
"Muskingum County, Ohio",85996,80100,2877,159,269,0,196,2395,38,2357
"Noble County, Ohio",14643,13393,1052,26,0,0,16,156,7,149
"Ottawa County, Ohio",41445,39777,475,41,167,0,389,596,234,362
"Paulding County, Ohio",19522,18728,181,86,13,7,144,363,97,266
"Perry County, Ohio",36086,35336,86,20,68,0,43,533,38,495
"Pickaway County, Ohio",55795,52498,1875,145,213,0,117,947,102,845
"Pike County, Ohio",28652,27741,185,105,115,88,0,418,22,396
"Portage County, Ohio",161178,148536,6297,173,2464,0,492,3216,103,3113
"Preble County, Ohio",42240,41287,166,71,231,2,7,476,0,476
"Putnam County, Ohio",34445,33307,86,23,37,0,586,406,106,300
"Richland County, Ohio",124286,108498,11078,352,711,0,606,3041,157,2884
"Ross County, Ohio",77741,70451,3545,141,255,7,344,2998,77,2921
"Sandusky County, Ohio",60842,55865,2082,133,179,23,1033,1527,241,1286
"Scioto County, Ohio",79122,74648,2087,174,269,0,303,1641,98,1543
"Seneca County, Ohio",56630,53589,1500,121,278,0,457,685,108,577
"Shelby County, Ohio",49359,46963,834,84,364,37,42,1035,39,996
"Stark County, Ohio",375593,333935,27292,782,2880,30,934,9740,531,9209
"Summit County, Ohio",541788,437759,77666,808,11785,75,1964,11731,589,11142
"Trumbull County, Ohio",209942,187213,17067,294,979,8,323,4058,253,3805
"Tuscarawas County, Ohio",92532,90001,868,178,261,0,342,882,72,810
"Union County, Ohio",52153,48546,1093,204,1410,0,104,796,97,699
"Van Wert County, Ohio",28808,27911,325,33,88,0,194,257,16,241
"Vinton County, Ohio",13397,13060,8,0,9,24,11,285,0,285
"Warren County, Ohio",213146,193666,7135,219,8156,18,763,3189,360,2829
"Washington County, Ohio",61751,59611,476,30,431,12,102,1089,68,1021
"Wayne County, Ohio",114644,109905,1753,179,915,0,338,1554,107,1447
"Williams County, Ohio",37779,36407,392,76,117,86,225,476,132,344
"Wood County, Ohio",126254,116210,2970,126,2153,7,2104,2684,894,1790
"Wyandot County, Ohio",22626,22074,65,0,235,4,135,113,0,113
"Adair County, Oklahoma",22470,10287,67,8077,142,0,179,3718,27,3691
"Alfalfa County, Oklahoma",5631,4789,129,113,1,0,136,463,8,455
"Atoka County, Oklahoma",14133,10572,595,1371,64,4,73,1454,8,1446
"Beaver County, Oklahoma",5587,4908,40,41,8,0,456,134,6,128
"Beckham County, Oklahoma",22519,19523,785,441,82,16,356,1316,46,1270
"Blaine County, Oklahoma",10651,8322,605,526,24,7,656,511,25,486
"Bryan County, Oklahoma",42494,31831,660,3085,227,5,1394,5292,81,5211
"Caddo County, Oklahoma",29403,18413,831,6590,123,0,1139,2307,267,2040
"Canadian County, Oklahoma",116299,96902,2727,4686,3397,9,2825,5753,480,5273
"Carter County, Oklahoma",47603,36560,3283,4813,448,67,296,2136,9,2127
"Cherokee County, Oklahoma",47165,25088,674,13289,117,25,853,7119,98,7021
"Choctaw County, Oklahoma",15172,9727,1513,1248,48,0,196,2440,100,2340
"Cimarron County, Oklahoma",2451,2074,14,12,8,0,312,31,0,31
"Cleveland County, Oklahoma",256550,204939,10462,10540,9300,260,4313,16736,1350,15386
"Coal County, Oklahoma",5906,4299,20,318,10,0,43,1216,18,1198
"Comanche County, Oklahoma",123101,80135,20834,6549,2658,694,2506,9725,1163,8562
"Cotton County, Oklahoma",6171,5013,131,536,31,0,136,324,6,318
"Craig County, Oklahoma",14922,10007,468,1869,96,18,49,2415,41,2374
"Creek County, Oklahoma",69934,55793,1556,5104,319,98,669,6395,270,6125
"Custer County, Oklahoma",27583,23011,890,1390,330,16,563,1383,187,1196
"Delaware County, Oklahoma",41332,27896,150,9707,531,26,291,2731,72,2659
"Dewey County, Oklahoma",4775,4254,13,157,7,2,14,328,7,321
"Ellis County, Oklahoma",4095,3908,12,44,7,0,10,114,21,93
"Garfield County, Oklahoma",60272,50923,1689,1391,547,1021,2658,2043,149,1894
"Garvin County, Oklahoma",27471,22819,701,2163,73,1,285,1429,82,1347
"Grady County, Oklahoma",52451,44931,1176,2594,182,46,959,2563,152,2411
"Grant County, Oklahoma",4536,4200,26,43,17,0,36,214,15,199
"Greer County, Oklahoma",6185,5038,449,199,2,0,322,175,31,144
"Harmon County, Oklahoma",2888,1983,243,57,0,0,443,162,103,59
"Harper County, Oklahoma",3672,3528,11,8,5,0,70,50,7,43
"Haskell County, Oklahoma",12761,9487,92,1654,84,2,193,1249,33,1216
"Hughes County, Oklahoma",13762,9367,713,2262,0,0,232,1188,106,1082
"Jackson County, Oklahoma",26275,20407,1899,262,345,61,1464,1837,110,1727
"Jefferson County, Oklahoma",6445,5460,35,419,0,0,207,324,18,306
"Johnston County, Oklahoma",10938,7957,154,655,74,0,177,1921,85,1836
"Kay County, Oklahoma",46288,36991,833,4212,314,41,1228,2669,269,2400
"Kingfisher County, Oklahoma",14965,12871,94,644,11,5,1082,258,12,246
"Kiowa County, Oklahoma",9421,7598,449,588,27,0,411,348,9,339
"Latimer County, Oklahoma",11099,7800,98,1459,45,0,87,1610,0,1610
"Le Flore County, Oklahoma",50056,38116,1132,4029,310,25,1575,4869,118,4751
"Lincoln County, Oklahoma",34106,29405,649,2011,23,0,168,1850,62,1788
"Logan County, Oklahoma",41982,34385,3692,1433,263,36,490,1683,21,1662
"Love County, Oklahoma",9404,7965,241,719,46,0,49,384,46,338
"McClain County, Oklahoma",34471,29385,251,1711,187,154,467,2316,234,2082
"McCurtain County, Oklahoma",33144,22607,2880,5697,28,0,153,1779,82,1697
"McIntosh County, Oklahoma",20266,14249,702,3091,50,0,12,2162,27,2135
"Major County, Oklahoma",7563,6917,20,297,0,0,175,154,11,143
"Marshall County, Oklahoma",15774,11760,259,798,28,0,850,2079,323,1756
"Mayes County, Oklahoma",41162,28087,117,3630,172,16,22,9118,50,9068
"Murray County, Oklahoma",13460,10349,139,1170,94,0,324,1384,36,1348
"Muskogee County, Oklahoma",70635,43806,7899,9459,446,9,665,8351,30,8321
"Noble County, Oklahoma",11540,9718,220,772,56,0,102,672,2,670
"Nowata County, Oklahoma",10627,7304,269,1931,15,64,121,923,0,923
"Okfuskee County, Oklahoma",12203,7857,964,1840,30,0,54,1458,24,1434
"Oklahoma County, Oklahoma",721088,491985,108431,22069,22015,484,29506,46598,2737,43861
"Okmulgee County, Oklahoma",39770,26264,3543,5335,54,11,155,4408,60,4348
"Osage County, Oklahoma",47650,31368,5471,6807,106,40,376,3482,88,3394
"Ottawa County, Oklahoma",31940,22323,229,5505,192,268,500,2923,121,2802
"Pawnee County, Oklahoma",16573,13338,139,1527,32,7,28,1502,41,1461
"Payne County, Oklahoma",77125,62788,2554,2747,2754,31,546,5705,176,5529
"Pittsburg County, Oklahoma",45570,33374,1536,4299,217,9,667,5468,193,5275
"Pontotoc County, Oklahoma",37438,27126,901,2935,134,0,66,6276,7,6269
"Pottawatomie County, Oklahoma",69676,53560,1886,8172,379,68,612,4999,109,4890
"Pushmataha County, Oklahoma",11449,8624,107,1276,13,10,69,1350,0,1350
"Roger Mills County, Oklahoma",3678,3346,28,94,0,8,2,200,12,188
"Rogers County, Oklahoma",87031,66225,692,11358,960,4,799,6993,124,6869
"Seminole County, Oklahoma",25394,17409,1259,4217,80,12,235,2182,91,2091
"Sequoyah County, Oklahoma",41945,28210,815,4659,241,0,230,7790,78,7712
"Stephens County, Oklahoma",44848,38460,993,2345,213,81,1032,1724,138,1586
"Texas County, Oklahoma",20620,14152,205,186,673,0,4785,619,154,465
"Tillman County, Oklahoma",7981,6327,623,182,11,4,346,488,117,371
"Tulsa County, Oklahoma",602692,436770,62672,28402,14250,485,18157,41956,2069,39887
"Wagoner County, Oklahoma",73067,55906,2525,6331,976,0,962,6367,98,6269
"Washington County, Oklahoma",51112,40408,1223,4096,706,8,562,4109,56,4053
"Washita County, Oklahoma",11616,10562,101,249,9,3,306,386,6,380
"Woods County, Oklahoma",8741,7835,267,166,32,7,160,274,4,270
"Woodward County, Oklahoma",20232,18416,238,399,144,3,453,579,14,565
"Baker County, Oregon",16092,15378,32,240,69,7,38,328,22,306
"Benton County, Oregon",85501,75397,860,616,4738,303,1003,2584,254,2330
"Clackamas County, Oregon",377206,339189,3122,2485,13634,837,4654,13285,1609,11676
"Clatsop County, Oregon",37068,33958,204,143,470,51,810,1432,156,1276
"Columbia County, Oregon",49317,45912,111,701,491,52,537,1513,38,1475
"Coos County, Oregon",62937,57000,322,1659,762,27,611,2556,7,2549
"Crook County, Oregon",21102,19849,46,310,53,8,344,492,80,412
"Curry County, Oregon",22344,20658,27,299,77,4,261,1018,103,915
"Deschutes County, Oregon",158884,148163,485,1222,1810,250,3233,3721,708,3013
"Douglas County, Oregon",107391,100130,352,1912,885,185,601,3326,149,3177
"Gilliam County, Oregon",1904,1771,15,15,0,5,65,33,0,33
"Grant County, Oregon",7366,7032,16,35,9,2,23,249,1,248
"Harney County, Oregon",7359,6845,16,226,57,6,15,194,7,187
"Hood River County, Oregon",22207,19983,114,274,316,50,996,474,27,447
"Jackson County, Oregon",203613,187279,1173,1716,2036,506,2846,8057,945,7112
"Jefferson County, Oregon",21746,15511,159,3651,126,109,1644,546,51,495
"Josephine County, Oregon",82636,77667,296,1298,521,137,492,2225,210,2015
"Klamath County, Oregon",66350,58405,454,2855,790,89,1045,2712,460,2252
"Lake County, Oregon",7886,7114,40,132,39,11,272,278,3,275
"Lane County, Oregon",351794,314114,3351,4173,8495,832,6542,14287,860,13427
"Lincoln County, Oregon",45992,40666,129,1303,588,87,1362,1857,191,1666
"Linn County, Oregon",116871,106970,557,2334,1082,233,2969,2726,509,2217
"Malheur County, Oregon",31057,25936,390,276,410,35,2554,1456,471,985
"Marion County, Oregon",315391,253676,3238,5189,5842,2044,33623,11779,2435,9344
"Morrow County, Oregon",11146,9995,16,57,70,10,509,489,174,315
"Multnomah County, Oregon",737110,578509,42365,7433,48982,4557,25122,30142,2413,27729
"Polk County, Oregon",75448,66132,313,1291,1625,383,2529,3175,844,2331
"Sherman County, Oregon",1865,1764,2,25,1,0,18,55,4,51
"Tillamook County, Oregon",25254,23416,153,201,183,12,708,581,67,514
"Umatilla County, Oregon",75846,66632,547,1605,685,105,2851,3421,484,2937
"Union County, Oregon",25670,24041,96,94,241,215,208,775,43,732
"Wallowa County, Oregon",6938,6667,38,45,13,6,34,135,15,120
"Wasco County, Oregon",25113,21386,119,1237,247,107,1626,391,49,342
"Washington County, Oregon",531818,409015,9334,6199,46982,2642,37345,20301,2859,17442
"Wheeler County, Oregon",1287,1235,0,8,1,0,14,29,0,29
"Yamhill County, Oregon",99119,85312,885,1378,1322,225,6580,3417,623,2794
"Adams County, Pennsylvania",101352,93884,1607,134,744,0,3384,1599,470,1129
"Allegheny County, Pennsylvania",1224772,998821,159897,1443,34487,394,4698,25032,1549,23483
